Year,Month,Day,Validity,Cause,Eq Magnitude,Country,Location,Latitude,Longitude,Max Water Height (m),Tsm Magnitude (Iida),Tsunami,ECountry,ELocation
1958.0,7.0,10.0,4.0,3.0,7.8,USA,"SE. ALASKA, AK",58.37,-136.665,524.6,4.6,1,78,404
1958.0,11.0,6.0,4.0,1.0,8.3,RUSSIA,S. KURIL ISLANDS,44.53,148.54,5.0,2.0,1,62,378
1959.0,1.0,22.0,4.0,1.0,6.8,JAPAN,SANRIKU,37.5,142.2,0.8,-0.3,1,41,396
1959.0,5.0,4.0,4.0,1.0,8.2,RUSSIA,KAMCHATKA,52.5,159.5,0.2,1.0,1,62,184
1959.0,5.0,7.0,4.0,8.0,7.2,NORWAY,NORTHERN NORWAY,69.817,20.917,4.0,0.6,1,55,301
1959.0,8.0,17.0,4.0,1.0,7.3,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.5,156.0,1.0,1.3,1,66,417
1959.0,10.0,26.0,4.0,1.0,6.7,JAPAN,SANRIKU,37.5,143.2,0.11,-3.3,1,41,396
1960.0,3.0,20.0,4.0,1.0,7.5,JAPAN,SANRIKU,39.8,143.4,1.0,0.0,1,41,396
1960.0,3.0,23.0,4.0,1.0,6.7,JAPAN,SANRIKU,39.4,143.7,0.75,-1.0,1,41,396
1960.0,5.0,21.0,4.0,1.0,8.2,CHILE,CENTRAL CHILE,-37.872,-73.243,0.5,0.6,1,10,64
1960.0,5.0,22.0,4.0,1.0,9.5,CHILE,SOUTHERN CHILE,-38.143,-73.407,25.0,4.6,1,10,432
1960.0,6.0,11.0,3.0,1.0,6.6,PAPUA NEW GUINEA,SOLOMON SEA,-9.4,152.3,0.92,-0.5,0,58,418
1960.0,7.0,29.0,4.0,1.0,6.7,JAPAN,SANRIKU,40.3,142.5,0.3,-1.0,1,41,396
1960.0,11.0,20.0,3.0,1.0,6.8,PERU,N. PERU,-6.8,-80.7,9.0,3.2,0,59,275
1961.0,1.0,16.0,4.0,1.0,6.8,JAPAN,"KASHIMA, JAPAN",36.0,142.3,0.4,-1.3,1,41,191
1961.0,1.0,16.0,4.0,1.0,6.4,JAPAN,"KASHIMA, JAPAN",36.0,141.9,0.4,-1.3,1,41,191
1961.0,1.0,16.0,4.0,1.0,6.5,JAPAN,"KASHIMA, JAPAN",36.2,141.9,0.4,-1.3,1,41,191
1961.0,2.0,12.0,4.0,1.0,6.6,RUSSIA,S. KURIL ISLANDS,43.2,147.9,1.0,0.6,1,62,378
1961.0,2.0,26.0,4.0,1.0,7.6,JAPAN,SEIKAIDO,31.6,131.8,0.65,0.6,1,41,409
1961.0,7.0,18.0,4.0,1.0,6.6,JAPAN,RYUKYU ISLANDS,29.6,131.8,0.2,-2.3,1,41,373
1961.0,7.0,23.0,3.0,1.0,7.3,VANUATU,VANUATU ISLANDS,-18.421,168.411,0.9,0.6,0,80,477
1961.0,8.0,11.0,4.0,1.0,7.0,JAPAN,SE. HOKKAIDO ISLAND,42.9,145.6,0.1,-3.3,1,41,405
1961.0,11.0,15.0,4.0,1.0,6.9,JAPAN,SE. HOKKAIDO ISLAND,42.7,145.7,0.1,-3.3,1,41,405
1962.0,1.0,11.0,3.0,1.0,6.1,CROATIA,DALMATIAN COASTS,43.3,17.1,0.04,0.6,0,14,90
1962.0,3.0,12.0,3.0,1.0,6.8,PANAMA,COSTA RICA-PANAMA,8.008,-82.757,0.1,-3.3,0,57,85
1962.0,4.0,12.0,4.0,1.0,7.2,JAPAN,SANRIKU,38.073,142.741,1.0,0.6,1,41,396
1962.0,4.0,23.0,4.0,1.0,7.0,JAPAN,SE. HOKKAIDO ISLAND,42.2,143.9,0.1,-3.3,1,41,405
1962.0,5.0,11.0,4.0,1.0,7.0,MEXICO,S. MEXICO,17.2,-99.6,0.81,-0.3,1,46,379
1962.0,5.0,19.0,3.0,1.0,7.2,MEXICO,S. MEXICO,17.2,-99.5,0.34,0.6,0,46,379
1963.0,2.0,7.0,4.0,8.0,7.2,GREECE,CORINTH GULF,38.31,22.02,6.0,0.6,1,27,80
1963.0,2.0,13.0,4.0,1.0,7.3,TAIWAN,E. TAIWAN-RYUKYU ISLANDS,24.4,122.1,0.2,-2.3,1,71,109
1963.0,3.0,28.0,3.0,0.0,7.2,CANADA,"GRAHAM ISLAND, BRITISH COLUMBIA",54.0,-132.25,5.5,0.6,0,9,135
1963.0,9.0,18.0,4.0,1.0,6.2,TURKEY,MARMARA SEA,40.698,29.159,1.0,0.6,1,75,244
1963.0,10.0,12.0,4.0,1.0,7.1,RUSSIA,S. KURIL ISLANDS,44.426,149.272,0.12,-3.3,1,62,378
1963.0,10.0,13.0,4.0,1.0,8.5,RUSSIA,S. KURIL ISLANDS,44.772,149.798,4.5,2.3,1,62,378
1963.0,10.0,20.0,4.0,1.0,7.9,RUSSIA,S. KURIL ISLANDS,44.772,150.563,15.0,3.9,1,62,378
1964.0,3.0,28.0,4.0,3.0,9.2,USA,"PRINCE WILLIAM SOUND, AK",61.017,-147.648,51.8,6.1,1,78,355
1964.0,4.0,2.0,3.0,3.0,7.0,INDONESIA,OFF NORTHWEST COAST OF INDONESIA,5.8,95.4,0.92,-0.5,0,36,329
1964.0,5.0,7.0,4.0,1.0,6.9,JAPAN,NW. HONSHU ISLAND,40.3,139.0,0.6,-0.1,1,41,307
1964.0,5.0,7.0,3.0,1.0,6.6,JAPAN,NW. HONSHU ISLAND,40.4,139.0,0.92,0.6,0,41,307
1964.0,5.0,19.0,3.0,8.0,7.2,USA,"LONG ISLAND, NY",40.8,-73.1,0.28,0.6,0,78,230
1964.0,6.0,16.0,4.0,1.0,7.5,JAPAN,NW. HONSHU ISLAND,38.65,139.2,5.8,2.7,1,41,307
1964.0,7.0,24.0,4.0,1.0,6.8,RUSSIA,S. KURIL ISLANDS,47.159,153.876,0.08,-3.3,1,62,378
1964.0,11.0,17.0,3.0,1.0,7.6,PAPUA NEW GUINEA,NEW BRITAIN,-5.7,150.7,0.05,0.6,0,58,282
1964.0,12.0,10.0,4.0,1.0,6.3,JAPAN,NW. HONSHU ISLAND,40.4,138.9,0.1,-3.3,1,41,307
1965.0,1.0,24.0,4.0,1.0,7.6,INDONESIA,SANANA ISLAND,-2.4,126.1,0.92,2.0,1,36,393
1965.0,2.0,4.0,4.0,1.0,8.7,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.29,178.55,10.7,3.3,1,78,367
1965.0,3.0,9.0,3.0,1.0,6.3,GREECE,AEGEAN SEA,39.4,24.0,0.92,0.6,0,27,2
1965.0,3.0,30.0,4.0,1.0,7.6,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",50.32,177.93,0.1,-2.3,1,78,367
1965.0,6.0,11.0,4.0,1.0,7.2,RUSSIA,S. KURIL ISLANDS,44.7,148.7,0.1,-3.3,1,62,378
1965.0,7.0,2.0,4.0,1.0,6.5,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",53.03,-167.55,0.08,-3.3,1,78,130
1965.0,7.0,6.0,3.0,3.0,6.1,GREECE,NORTH CORINTH GULF,38.384,22.545,3.0,4.3,0,27,291
1965.0,8.0,11.0,4.0,1.0,7.0,VANUATU,VANUATU ISLANDS,-15.8,167.2,7.0,2.8,1,80,477
1965.0,8.0,23.0,4.0,1.0,7.8,MEXICO,MEXICO,16.3,-95.8,0.4,-1.3,1,46,253
1965.0,9.0,28.0,4.0,6.0,7.2,PHILIPPINES,"TAAL, LUZON ISLAND",14.002,120.993,4.7,0.6,1,60,447
1966.0,3.0,12.0,3.0,1.0,7.6,TAIWAN,E. TAIWAN-RYUKYU ISLANDS,24.1,122.6,0.1,-3.3,0,71,109
1966.0,5.0,8.0,4.0,8.0,7.2,NORWAY,EASTERN NORWAY,59.6,10.633,6.0,0.6,1,55,114
1966.0,6.0,15.0,3.0,1.0,7.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.343,160.883,0.2,0.5,0,66,417
1966.0,7.0,12.0,4.0,1.0,5.5,RUSSIA,BLACK SEA,44.75,37.0,0.2,0.6,1,62,42
1966.0,10.0,17.0,4.0,1.0,8.1,PERU,CENTRAL PERU,-10.748,-78.638,3.0,-1.0,1,59,67
1966.0,12.0,28.0,4.0,1.0,7.8,CHILE,NORTHERN CHILE,-25.5,-70.7,0.42,0.6,1,10,299
1966.0,12.0,31.0,4.0,1.0,7.8,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-11.893,166.445,2.0,0.6,1,66,399
1966.0,12.0,31.0,4.0,1.0,7.2,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-12.334,166.684,0.8,0.6,1,66,399
1966.0,1.0,1.0,3.0,6.0,7.2,SOLOMON ISLANDS,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.8,0.92,0.6,0,66,461
1967.0,4.0,11.0,3.0,1.0,5.5,INDONESIA,MAKASSAR STRAIT,-3.7,119.3,0.92,1.6,0,36,239
1967.0,4.0,12.0,3.0,1.0,6.1,INDONESIA,NORTHEAST SUMATRA,5.5,97.3,0.92,1.0,0,36,295
1967.0,7.0,30.0,4.0,1.0,6.6,VENEZUELA,CARACAS,10.559,-67.33,0.08,0.6,1,81,59
1967.0,8.0,13.0,4.0,1.0,6.4,PAPUA NEW GUINEA,BISMARCK SEA,-4.4,152.5,0.1,-3.3,1,58,41
1967.0,12.0,21.0,3.0,1.0,7.5,CHILE,NORTHERN CHILE,-21.7,-69.5,0.92,-0.5,0,10,299
1968.0,1.0,29.0,4.0,1.0,7.3,RUSSIA,S. KURIL ISLANDS,43.586,146.701,0.18,-1.7,1,62,378
1968.0,2.0,19.0,4.0,1.0,7.2,GREECE,"LEMNOS ISLAND, NORTH AEGEAN SEA",39.368,24.957,1.2,0.3,1,27,217
1968.0,4.0,1.0,4.0,1.0,7.5,JAPAN,SEIKAIDO,32.3,132.5,3.07,1.3,1,41,409
1968.0,4.0,18.0,3.0,1.0,4.6,ITALY,LIGURIA-COTE D'AZUR,44.08,8.0,3.0,0.6,0,39,221
1968.0,5.0,4.0,3.0,0.0,7.2,CHILE,EASTER ISLAND REGION,-27.15,-109.45,0.92,0.6,0,10,112
1968.0,5.0,16.0,4.0,1.0,8.2,JAPAN,OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,6.0,2.3,1,41,322
1968.0,5.0,16.0,4.0,1.0,7.5,JAPAN,OFF COAST OF HONSHU ISLAND,41.5,142.7,0.58,0.6,1,41,319
1968.0,6.0,12.0,4.0,1.0,7.2,JAPAN,SANRIKU,39.4,143.1,0.95,1.6,1,41,396
1968.0,8.0,1.0,4.0,1.0,7.3,PHILIPPINES,E. LUZON ISLAND,16.5,122.2,0.16,-1.7,1,60,105
1968.0,8.0,2.0,3.0,1.0,7.3,MEXICO,ACAPULCO,16.519,-97.739,0.92,0.6,0,46,0
1968.0,8.0,10.0,4.0,1.0,7.6,INDONESIA,N. MOLUCCAS ISLANDS,1.4,126.2,0.4,-1.3,1,36,273
1968.0,8.0,14.0,4.0,1.0,7.8,INDONESIA,BANDA SEA,0.2,119.8,10.0,3.3,1,36,32
1968.0,9.0,3.0,4.0,1.0,6.6,TURKEY,BLACK SEA,41.8,32.3,3.0,0.6,1,75,42
1969.0,2.0,23.0,4.0,1.0,7.0,INDONESIA,MAKASSAR STRAIT,-3.201,118.904,4.0,2.0,1,36,239
1969.0,2.0,28.0,4.0,1.0,7.8,PORTUGAL,PORTUGAL,36.017,-10.95,0.9,0.6,1,61,353
1969.0,3.0,31.0,3.0,1.0,7.0,EGYPT,GULF OF SUEZ,27.7,34.0,0.92,0.6,0,20,151
1969.0,4.0,21.0,4.0,1.0,6.5,JAPAN,RYUKYU ISLANDS,32.2,132.1,0.1,-2.3,1,41,373
1969.0,7.0,17.0,4.0,0.0,7.2,ATLANTIC OCEAN,SOUTHWEST IBERIAN,28.25,-16.26,0.06,0.6,1,4,433
1969.0,7.0,18.0,4.0,1.0,7.4,CHINA,BOHAI SEA,38.2,119.4,0.1,0.6,1,11,45
1969.0,8.0,2.0,4.0,3.0,5.4,PAPUA NEW GUINEA,BISMARCK SEA,-6.6,146.9,0.92,0.6,1,58,41
1969.0,8.0,11.0,4.0,1.0,8.2,RUSSIA,S. KURIL ISLANDS,43.6,147.9,5.0,1.4,1,62,378
1969.0,8.0,27.0,3.0,9.0,7.2,SOUTH AFRICA,SOUTH AFRICA,,,2.9,0.6,0,67,421
1969.0,11.0,22.0,4.0,1.0,7.7,RUSSIA,KAMCHATKA,57.7,163.6,15.0,3.9,1,62,184
1969.0,12.0,25.0,4.0,1.0,7.2,GUADELOUPE (FRENCH TERRITORY),GRAND BOURG,15.8,-59.7,0.23,-3.3,1,30,137
1970.0,1.0,10.0,4.0,1.0,7.6,PHILIPPINES,PHILIPPINE TRENCH,6.8,126.7,0.06,0.6,1,60,346
1970.0,3.0,11.0,3.0,1.0,6.0,USA,"ANDREANOF ISLANDS, AK",57.5,-153.9,0.03,0.6,0,78,16
1970.0,4.0,7.0,3.0,1.0,7.3,PHILIPPINES,PHILIPPINE SEA,15.78,121.71,0.92,1.0,0,60,345
1970.0,5.0,14.0,3.0,1.0,6.5,RUSSIA,CASPIAN SEA,43.0,47.1,0.92,0.6,0,62,61
1970.0,5.0,31.0,4.0,1.0,7.9,PERU,N. PERU,-9.2,-78.8,0.46,0.8,1,59,275
1970.0,7.0,25.0,4.0,1.0,7.0,JAPAN,SEIKAIDO,32.2,131.7,0.32,-0.7,1,41,409
1970.0,9.0,30.0,3.0,1.0,5.3,PHILIPPINES,PHILIPPINE TRENCH,20.6,122.0,0.92,0.6,0,60,346
1970.0,10.0,31.0,4.0,3.0,7.3,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-4.907,145.471,3.0,0.3,1,58,340
1970.0,12.0,4.0,4.0,1.0,5.1,RUSSIA,BLACK SEA,43.84,39.34,0.8,0.6,1,62,42
1971.0,5.0,2.0,4.0,1.0,7.1,USA,"ANDREANOF ISLANDS, AK",51.228,-177.173,0.04,0.6,1,78,16
1971.0,7.0,9.0,4.0,1.0,7.8,CHILE,CENTRAL CHILE,-32.5,-71.2,0.6,0.3,1,10,64
1971.0,7.0,14.0,4.0,1.0,7.9,PAPUA NEW GUINEA,SOLOMON SEA,-5.5,153.9,6.0,1.6,1,58,418
1971.0,7.0,26.0,4.0,1.0,7.9,PAPUA NEW GUINEA,SOLOMON SEA,-4.9,153.2,10.0,3.3,1,58,418
1971.0,8.0,2.0,4.0,1.0,7.3,JAPAN,JAPAN TRENCH,41.4,143.5,0.51,-2.3,1,41,179
1971.0,9.0,5.0,4.0,1.0,7.1,RUSSIA,TATAR STRAIT,46.5,141.2,2.0,0.6,1,62,457
1971.0,9.0,6.0,4.0,1.0,5.5,RUSSIA,TATAR STRAIT,46.7,141.4,0.32,0.6,1,62,457
1971.0,9.0,6.0,4.0,6.0,7.2,SOLOMON ISLANDS,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.8,0.92,0.6,1,66,461
1971.0,9.0,8.0,4.0,1.0,6.6,RUSSIA,TATAR STRAIT,46.4,141.1,0.09,0.6,1,62,457
1971.0,9.0,8.0,4.0,1.0,6.2,RUSSIA,TATAR STRAIT,46.3,140.9,0.07,-0.7,1,62,457
1971.0,9.0,27.0,4.0,1.0,6.0,RUSSIA,TATAR STRAIT,46.4,141.1,0.03,0.6,1,62,457
1971.0,12.0,15.0,4.0,1.0,7.8,RUSSIA,KAMCHATKA,56.0,163.3,0.47,0.6,1,62,184
1972.0,1.0,25.0,4.0,1.0,7.5,TAIWAN,E. TAIWAN,22.5,122.3,0.05,-1.0,1,71,108
1972.0,2.0,29.0,4.0,1.0,7.4,JAPAN,EAST OFF HACHIJO ISLAND,33.3,140.8,0.42,-1.3,1,41,111
1972.0,7.0,30.0,4.0,3.0,7.6,USA,"SE. ALASKA, AK",56.82,-135.685,0.1,-2.3,1,78,404
1972.0,8.0,17.0,4.0,1.0,7.1,PAPUA NEW GUINEA,SOLOMON SEA,-6.0,152.9,0.6,-1.0,1,58,418
1972.0,8.0,26.0,3.0,8.0,7.2,PAPUA NEW GUINEA,SOLOMON SEA,-6.7,147.0,1.5,0.6,0,58,418
1972.0,12.0,4.0,4.0,1.0,7.4,JAPAN,CHICHI JIMA,33.3,140.7,0.5,-1.0,1,41,72
1973.0,1.0,30.0,4.0,1.0,7.5,MEXICO,S. MEXICO,18.48,-103.0,1.13,0.1,1,46,379
1973.0,2.0,28.0,4.0,1.0,7.2,RUSSIA,N. KURIL ISLANDS,50.5,156.6,1.5,0.6,1,62,271
1973.0,3.0,17.0,4.0,1.0,7.5,PHILIPPINES,QUEZON,13.4,122.8,1.3,0.6,1,60,363
1973.0,6.0,17.0,4.0,1.0,7.7,JAPAN,HOKKAIDO ISLAND,43.2,145.8,5.96,2.2,1,41,159
1973.0,6.0,24.0,4.0,1.0,7.1,RUSSIA,S. KURIL ISLANDS,43.3,146.4,0.64,2.2,1,62,378
1973.0,6.0,26.0,4.0,1.0,6.6,RUSSIA,S. KURIL ISLANDS,43.2,146.6,0.21,0.6,1,62,378
1973.0,10.0,5.0,4.0,1.0,6.7,CHILE,CENTRAL CHILE,-32.5,-71.5,0.2,-1.3,1,10,64
1974.0,1.0,31.0,4.0,1.0,7.0,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.5,155.9,1.5,2.2,1,66,417
1974.0,2.0,1.0,4.0,1.0,7.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.4,155.6,4.5,2.2,1,66,417
1974.0,5.0,8.0,4.0,1.0,6.7,JAPAN,TOKAIDO,34.6,138.7,0.2,-2.3,1,41,464
1974.0,9.0,27.0,4.0,1.0,6.7,RUSSIA,S. KURIL ISLANDS,43.2,146.7,0.37,0.6,1,62,378
1974.0,10.0,3.0,4.0,1.0,8.1,PERU,CENTRAL PERU,-12.27,-77.79,0.92,0.8,1,59,67
1974.0,10.0,17.0,4.0,8.0,7.2,CANADA,"KITIMAT INLET, BRITISH COLOMBIA",54.0,-128.7,2.8,0.6,1,9,200
1974.0,10.0,17.0,4.0,6.0,7.2,PAPUA NEW GUINEA,"RITTER ISLAND, PAPUA NEW GUINEA",-5.52,148.121,0.5,-1.0,1,58,370
1975.0,4.0,27.0,4.0,8.0,7.2,CANADA,"KITIMAT INLET, BRITISH COLUMBIA",53.98,-128.68,4.1,0.6,1,9,201
1975.0,5.0,26.0,4.0,1.0,7.8,ATLANTIC OCEAN,AZORES GIBRALTAR FRACTURE ZONE,35.962,-17.576,0.5,0.6,1,4,27
1975.0,6.0,10.0,4.0,1.0,7.0,RUSSIA,S. KURIL ISLANDS,43.024,147.734,5.5,2.3,1,62,378
1975.0,7.0,20.0,4.0,1.0,7.9,PAPUA NEW GUINEA,SOLOMON SEA,-6.59,155.054,2.0,1.0,1,58,418
1975.0,10.0,31.0,4.0,1.0,7.6,PHILIPPINES,PHILIPPINE TRENCH,12.54,125.993,3.0,-0.7,1,60,346
1975.0,11.0,29.0,4.0,3.0,7.7,USA,HAWAII,19.451,-155.033,14.3,3.0,1,78,156
1975.0,12.0,16.0,3.0,3.0,4.9,FIJI,FIJI ISLANDS,-18.672,178.464,0.25,0.6,0,23,126
1975.0,12.0,26.0,4.0,1.0,7.8,SAMOA,SAMOA ISLANDS,-16.265,-172.467,0.38,-0.3,1,64,387
1976.0,1.0,14.0,4.0,1.0,8.0,NEW ZEALAND,KERMADEC ISLANDS,-28.427,-177.657,0.9,-0.1,1,53,197
1976.0,1.0,21.0,4.0,1.0,7.0,RUSSIA,S. KURIL ISLANDS,44.915,149.123,0.38,-1.3,1,62,378
1976.0,2.0,4.0,4.0,1.0,7.5,GUATEMALA,GUATEMALA,15.324,-89.101,0.12,-0.5,1,31,141
1976.0,8.0,16.0,4.0,1.0,8.0,PHILIPPINES,MORO GULF,6.292,124.09,9.0,2.3,1,60,263
1977.0,4.0,2.0,4.0,1.0,7.6,SAMOA,SAMOA ISLANDS,-16.696,-172.095,0.08,-3.3,1,64,387
1977.0,4.0,20.0,4.0,1.0,6.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.828,163.323,0.15,-3.3,1,66,417
1977.0,4.0,20.0,4.0,1.0,7.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.89,160.348,0.92,0.6,1,66,417
1977.0,4.0,21.0,4.0,1.0,8.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.965,160.731,0.04,-3.3,1,66,417
1977.0,6.0,22.0,4.0,1.0,7.2,TONGA,TONGA TRENCH,-22.878,-175.9,0.4,0.6,1,73,468
1977.0,8.0,19.0,4.0,1.0,8.3,INDONESIA,SUNDA ISLANDS,-11.164,118.378,15.0,3.9,1,36,440
1978.0,1.0,14.0,4.0,1.0,6.6,JAPAN,TOKAIDO,34.809,139.259,0.35,-0.7,1,41,464
1978.0,3.0,22.0,4.0,1.0,6.7,RUSSIA,S. KURIL ISLANDS,44.026,149.002,0.07,0.1,1,62,378
1978.0,3.0,22.0,4.0,1.0,6.6,RUSSIA,S. KURIL ISLANDS,44.14,149.029,0.05,0.6,1,62,378
1978.0,3.0,23.0,4.0,1.0,6.8,RUSSIA,S. KURIL ISLANDS,44.209,148.971,0.17,-2.3,1,62,378
1978.0,3.0,23.0,4.0,1.0,7.5,RUSSIA,S. KURIL ISLANDS,44.932,148.439,0.3,-2.3,1,62,378
1978.0,3.0,24.0,4.0,1.0,7.6,RUSSIA,S. KURIL ISLANDS,44.244,148.862,0.65,-1.7,1,62,378
1978.0,6.0,12.0,4.0,1.0,7.7,JAPAN,SANRIKU,38.19,142.03,0.6,0.6,1,41,396
1978.0,6.0,14.0,3.0,1.0,6.9,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",8.249,122.403,0.03,-3.3,0,60,255
1978.0,6.0,21.0,3.0,9.0,7.2,ITALY,"EASTERN ITALY, ADRIATIC SEA",,,3.0,0.6,0,39,113
1978.0,7.0,23.0,3.0,1.0,7.4,TAIWAN,TAIWAN,22.282,121.512,0.05,-3.3,0,71,449
1978.0,8.0,14.0,4.0,1.0,4.4,SPAIN,CADIZ,36.37,-6.98,0.12,0.6,1,69,51
1978.0,10.0,10.0,4.0,8.0,7.2,NEW ZEALAND,OFF EAST COAST OF SOUTH ISLAND,-43.08,172.97,0.92,0.6,1,53,323
1979.0,2.0,20.0,4.0,1.0,6.4,JAPAN,"IWATE, JAPAN",40.232,143.703,0.12,-1.7,1,41,174
1979.0,2.0,28.0,4.0,3.0,7.5,USA,"SE. ALASKA, AK",60.691,-141.671,0.15,-1.7,1,78,404
1979.0,3.0,14.0,4.0,1.0,7.6,MEXICO,S. MEXICO,17.813,-101.276,1.3,-3.3,1,46,379
1979.0,3.0,31.0,3.0,9.0,7.2,JAPAN,"NAGASAKI, JAPAN",,,4.8,0.6,0,41,277
1979.0,4.0,15.0,4.0,1.0,6.9,MONTENEGRO,MONTENEGRO,42.096,19.209,3.0,0.6,1,47,261
1979.0,7.0,18.0,4.0,8.0,7.2,INDONESIA,LOMBLEN ISLAND [LEMBATA],-8.6,123.5,9.0,0.6,1,36,229
1979.0,9.0,12.0,4.0,1.0,7.9,INDONESIA,IRIAN JAYA,-1.679,136.04,2.0,1.0,1,36,172
1979.0,10.0,6.0,4.0,8.0,7.2,NORWAY,NORTHERN NORWAY,65.117,12.333,2.0,0.6,1,55,301
1979.0,10.0,16.0,4.0,8.0,7.2,FRANCE,FRENCH RIVIERA (LIGURIAN SEA),43.7,7.25,10.0,1.6,1,24,131
1979.0,12.0,12.0,4.0,1.0,8.1,COLOMBIA,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.555,-79.276,6.0,2.3,1,12,77
1980.0,1.0,1.0,4.0,1.0,6.9,PORTUGAL,AZORES,38.727,-27.75,0.41,0.6,1,61,26
1980.0,2.0,23.0,4.0,1.0,7.0,RUSSIA,S. KURIL ISLANDS,43.53,146.753,0.16,-0.7,1,62,378
1980.0,5.0,22.0,3.0,8.0,7.2,PORTUGAL,AZORES,39.374,-31.229,0.92,0.6,0,61,26
1980.0,6.0,29.0,4.0,1.0,6.2,JAPAN,HONSHU ISLAND,34.808,139.181,0.56,-0.7,1,41,161
1980.0,7.0,17.0,4.0,1.0,7.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-12.525,165.916,0.14,-1.7,1,66,417
1980.0,10.0,10.0,4.0,3.0,7.1,ALGERIA,EL ASNAM,36.199,1.374,0.7,0.6,1,1,118
1981.0,1.0,18.0,4.0,1.0,6.9,JAPAN,E. HONSHU ISLAND,38.64,142.75,0.37,-1.3,1,41,104
1981.0,2.0,24.0,4.0,1.0,6.7,GREECE,ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,1.0,0.6,1,27,22
1981.0,3.0,4.0,3.0,1.0,6.4,GREECE,GULF OF CORINTH,38.209,23.288,1.0,0.6,0,27,143
1981.0,5.0,25.0,4.0,1.0,7.6,NEW ZEALAND,NEW ZEALAND,-48.786,164.357,0.3,-1.7,1,53,285
1981.0,9.0,1.0,4.0,1.0,7.7,SAMOA,SAMOA ISLANDS,-14.96,-173.085,1.0,-3.3,1,64,387
1981.0,10.0,20.0,3.0,7.0,7.2,INDONESIA,KRAKATAU,-6.102,105.423,2.0,0.6,0,36,206
1981.0,10.0,25.0,4.0,1.0,7.3,MEXICO,MEXICO,18.084,-102.084,0.09,0.6,1,46,253
1982.0,3.0,21.0,4.0,1.0,6.9,JAPAN,HOKKAIDO ISLAND,42.158,142.361,1.3,0.4,1,41,159
1982.0,7.0,23.0,4.0,1.0,7.2,JAPAN,"IBARAKI, JAPAN",36.194,141.702,0.4,-1.3,1,41,164
1982.0,12.0,19.0,4.0,1.0,7.5,TONGA,KERMADEC ISLANDS,-24.133,-175.864,0.2,-2.3,1,73,197
1982.0,12.0,28.0,4.0,1.0,6.4,JAPAN,S. OF HONSHU ISLAND,33.826,139.434,0.19,-1.3,1,41,380
1983.0,1.0,17.0,3.0,1.0,7.2,GREECE,IONIAN SEA,38.026,20.228,0.92,0.6,0,27,171
1983.0,3.0,12.0,4.0,1.0,6.9,INDONESIA,BANDA SEA,-4.056,127.924,3.0,1.6,1,36,32
1983.0,3.0,18.0,4.0,1.0,7.9,PAPUA NEW GUINEA,NEW BRITAIN,-4.883,153.581,0.13,-1.7,1,58,282
1983.0,4.0,3.0,3.0,1.0,7.5,COSTA RICA,COSTA RICA,8.677,-83.098,0.13,0.6,0,13,83
1983.0,5.0,26.0,4.0,1.0,7.8,JAPAN,"NOSHIRO, JAPAN",40.462,139.102,14.93,3.9,1,41,304
1983.0,6.0,9.0,4.0,1.0,5.9,JAPAN,"NOSHIRO, JAPAN",40.249,138.948,0.6,0.6,1,41,304
1983.0,6.0,21.0,4.0,1.0,6.9,JAPAN,N. HONSHU ISLAND,41.346,139.099,1.0,0.6,1,41,270
1983.0,8.0,17.0,4.0,1.0,7.1,RUSSIA,"KAMCHATKA BAY, RUSSIA",55.867,161.287,0.1,-3.3,1,62,185
1983.0,8.0,17.0,4.0,1.0,6.6,PHILIPPINES,LUZON ISLAND,18.231,120.86,0.1,0.6,1,60,233
1983.0,8.0,18.0,4.0,8.0,7.2,NORWAY,WESTERN NORWAY,61.233,7.717,7.0,0.6,1,55,489
1983.0,10.0,4.0,4.0,1.0,7.7,CHILE,NORTHERN CHILE,-26.535,-70.563,0.2,-2.3,1,10,299
1983.0,11.0,30.0,4.0,1.0,7.7,UK TERRITORY,CHAGOS ARCHIPELAGO REGION,-6.852,72.11,1.5,-1.3,1,76,69
1984.0,2.0,11.0,4.0,3.0,5.6,GREECE,"CORINTHOS GULF, GREECE",38.308,22.11,0.92,0.6,1,27,81
1984.0,3.0,24.0,4.0,1.0,7.2,RUSSIA,S. KURIL ISLANDS,44.117,148.192,0.2,-2.3,1,62,378
